area,date,sampler,crab.number,sex,maturity,carapace.width,weight,chela.length,chela.height,shell.condition,missing.legs,abdomen.width,moult.stage,claw.weight,claw.weight.dry,claw.colour,claw.hardness
PEI,1986-07-08,Mallet P. / Moriyasu M.,228,1,immature,78,142,29,13,new,**********,22,,3.08,1.03,,
PEI,1986-07-08,Mallet P. / Moriyasu M.,229,1,immature,89,204,35,17,new,**********,25,,4.98,1.45,,
PEI,1986-07-08,Mallet P. / Moriyasu M.,230,1,mature,86,196,38,19,new,**********,25,,7.34,2.06,,
PEI,1986-07-08,Mallet P. / Moriyasu M.,231,1,immature,93,240,35,18,new,**********,27,,5.53,1.41,,
PEI,1986-07-08,Mallet P. / Moriyasu M.,232,1,immature,82,144,30,15,new,**********,23,,3.64,1.17,,
PEI,1986-07-08,Mallet P. / Moriyasu M.,233,1,immature,73,100,25,12,new,**********,20,,2.35,0.81,,
PEI,1986-07-08,Mallet P. / Moriyasu M.,234,1,mature,65,56,27,13,new,******1***,20,,2.68,0.84,,
PEI,1986-07-08,Mallet P. / Moriyasu M.,235,1,mature,84,200,30,18,new,**********,26,,6.5,1.82,,
PEI,1986-07-08,Mallet P. / Moriyasu M.,236,1,immature,83,166,29,19,new,**********,21,,3.56,1.12,,
PEI,1986-07-08,Mallet P. / Moriyasu M.,237,1,mature,98,360,45,22,old,**********,29,,12.89,5.27,,
PEI,1986-07-08,Mallet P. / Moriyasu M.,238,1,immature,93,256,38,18,new,**********,27,,6.74,1.93,,
PEI,1986-07-08,Mallet P. / Moriyasu M.,239,1,immature,95,264,37,18,new,**********,26,,6.51,1.86,,
PEI,1986-07-08,Mallet P. / Moriyasu M.,240,1,mature,91,222,37,17,new,**********,26,,5.98,1.64,,
PEI,1986-07-08,Mallet P. / Moriyasu M.,241,1,immature,98,310,40,20,new,**********,27,,7.58,2.05,,
PEI,1986-07-08,Mallet P. / Moriyasu M.,242,1,immature,93,202,36,18,new,**1*******,25,,6.24,1.65,,
PEI,1986-07-08,Mallet P. / Moriyasu M.,243,1,mature,93,262,38,19,new,**********,26,,7.78,1.98,,
PEI,1986-07-08,Mallet P. / Moriyasu M.,244,1,immature,93,234,34,18,new,**********,25,,5.27,1.56,,
PEI,1986-07-08,Mallet P. / Moriyasu M.,245,1,immature,88,200,33,17,new,**********,24,,,,,
PEI,1986-07-08,Mallet P. / Moriyasu M.,246,1,immature,100,286,39,19,new,**********,26,,7,2.14,,
PEI,1986-07-08,Mallet P. / Moriyasu M.,247,1,,103,340,42,20,new,**********,28,,8.98,2.39,,
PEI,1986-07-08,Mallet P. / Moriyasu M.,248,1,immature,99,272,41,21,new,**********,26,,10.18,2.53,,
PEI,1986-07-08,Mallet P. / Moriyasu M.,249,1,immature,107,304,43,20,new,**********,28,,9.89,2.46,,
PEI,1986-07-08,Mallet P. / Moriyasu M.,250,1,,94,246,38,17,new,**********,27,,5.92,1.84,,
PEI,1986-07-08,Mallet P. / Moriyasu M.,251,1,immature,93,256,36,19,new,**********,26,,6.47,1.76,,
PEI,1986-07-08,Mallet P. / Moriyasu M.,252,1,mature,99,352,47,24,new,**********,28,,12.91,2.89,,
PEI,1986-07-08,Mallet P. / Moriyasu M.,253,1,mature,103,358,50,27,new,**********,30,,16.73,3.39,,
PEI,1986-07-08,Mallet P. / Moriyasu M.,254,1,mature,105,456,46,23,old,**********,30,,20.28,7.82,,
PEI,1986-07-08,Mallet P. / Moriyasu M.,255,1,immature,98,308,38,17,new,*******1**,27,,7.58,2.14,,
PEI,1986-07-08,Mallet P. / Moriyasu M.,256,1,immature,96,296,36,19,new,**********,27,,6.41,1.8,,
PEI,1986-07-08,Mallet P. / Moriyasu M.,257,1,immature,100,318,40,19,new,**********,28,,7.82,2.13,,
PEI,1986-07-08,Mallet P. / Moriyasu M.,258,1,immature,97,256,37,18,new,********1*,27,,6.26,1.74,,
PEI,1986-07-08,Mallet P. / Moriyasu M.,259,1,mature,87,252,40,20,new,**********,23,,8.12,1.93,,
PEI,1986-07-08,Mallet P. / Moriyasu M.,260,1,mature,94,270,37,18,new,**********,25,,5.74,1.69,,
PEI,1986-07-08,Mallet P. / Moriyasu M.,261,1,mature,84,286,40,20,new,2*********,25,,9.48,3.66,,
PEI,1986-07-08,Mallet P. / Moriyasu M.,262,1,mature,122,720,62,34,new,**********,34,,36.64,6.96,,
PEI,1986-07-08,Mallet P. / Moriyasu M.,263,1,mature,121,694,59,32,new,**********,,,28.63,5.64,,
PEI,1986-07-08,Mallet P. / Moriyasu M.,264,1,mature,121,650,58,33,new,**********,33,,24.92,5.86,,
PEI,1986-07-08,Mallet P. / Moriyasu M.,265,1,mature,128,744,63,32,new,**********,34,,30.22,6.31,,
PEI,1986-07-08,Mallet P. / Moriyasu M.,266,1,mature,118,660,61,32,new,**********,32,,25.68,4.68,,
PEI,1986-07-08,Mallet P. / Moriyasu M.,267,1,mature,130,880,66,36,new,**********,35,,45.9,8.48,,
PEI,1986-07-08,Mallet P. / Moriyasu M.,268,1,mature,133,782,68,37,new,**********,34,,44.63,7.32,,
PEI,1986-07-08,Mallet P. / Moriyasu M.,269,1,mature,125,872,67,33,new,**********,33,,41.3,7.95,,
PEI,1986-07-08,Mallet P. / Moriyasu M.,270,1,mature,125,668,65,34,new,**********,31,,39.37,6.46,,
PEI,1986-07-08,Mallet P. / Moriyasu M.,271,1,mature,116,610,58,30,new,**********,34,,27.76,5.97,,
PEI,1986-07-08,Mallet P. / Moriyasu M.,272,1,mature,110,480,55,27,new,**********,32,,,,,
PEI,1986-07-08,Mallet P. / Moriyasu M.,273,1,mature,127,786,64,36,new,**********,33,,38.08,6.46,,
PEI,1986-07-08,Mallet P. / Moriyasu M.,274,1,mature,117,578,57,28,new,***1******,32,,28.96,5.7,,
PEI,1986-07-08,Mallet P. / Moriyasu M.,275,1,mature,119,580,59,30,new,**********,35,,21.55,5.11,,
PEI,1986-07-08,Mallet P. / Moriyasu M.,276,1,mature,122,620,64,33,new,**********,32,,24.11,5.08,,
PEI,1986-07-08,Mallet P. / Moriyasu M.,277,1,mature,120,544,57,29,new,**********,34,,26.69,5.51,,
PEI,1986-07-08,Mallet P. / Moriyasu M.,278,1,mature,131,780,65,36,new,**********,39,,36.11,6.54,,
PEI,1986-07-08,Mallet P. / Moriyasu M.,279,1,mature,117,598,56,28,new,**********,32,,25.2,4.74,,
PEI,1986-07-08,Mallet P. / Moriyasu M.,280,1,mature,125,748,63,34,new,**********,35,,37.03,6.73,,
PEI,1986-07-08,Mallet P. / Moriyasu M.,281,1,mature,126,832,69,36,new,**********,38,,43.86,7.47,,
PEI,1986-07-08,Mallet P. / Moriyasu M.,282,1,mature,117,576,59,29,old,**********,33,,28.03,10.84,,
PEI,1986-07-08,Mallet P. / Moriyasu M.,283,1,mature,116,614,56,30,new,**********,32,,26.66,5.52,,
PEI,1986-07-08,Mallet P. / Moriyasu M.,284,1,mature,130,874,63,32,new,**********,37,,34.72,6.8,,
PEI,1986-07-08,Mallet P. / Moriyasu M.,285,1,mature,130,764,64,35,new,**********,36,,44.3,7.75,,
PEI,1986-07-08,Mallet P. / Moriyasu M.,286,1,mature,117,628,62,30,new,**********,34,,27.27,5.04,,
PEI,1986-07-08,Mallet P. / Moriyasu M.,287,1,mature,125,710,69,35,new,**********,35,,24.09,4.87,,
PEI,1986-07-08,Mallet P. / Moriyasu M.,288,1,mature,115,606,58,30,new,**********,32,,23.46,4.89,,
PEI,1986-07-08,Mallet P. / Moriyasu M.,289,1,mature,111,566,54,28,new,**********,33,,20.04,6.68,,
PEI,1986-07-08,Mallet P. / Moriyasu M.,290,1,mature,127,712,69,35,new,**********,34,,41.64,7.64,,
PEI,1986-07-08,Mallet P. / Moriyasu M.,291,1,mature,127,768,62,31,new,**********,36,,31.22,5.92,,
PEI,1986-07-08,Mallet P. / Moriyasu M.,292,1,mature,112,538,52,28,new,**********,32,,22.9,5.31,,
PEI,1986-07-08,Mallet P. / Moriyasu M.,293,1,mature,112,552,57,32,new,**********,34,,26.79,5.42,,
PEI,1986-07-08,Mallet P. / Moriyasu M.,294,1,mature,128,828,65,34,new,**********,35,,27.66,5.48,,
PEI,1986-07-08,Mallet P. / Moriyasu M.,295,1,mature,127,826,64,33,new,**********,38,,50.5,5.68,,
PEI,1986-07-08,Mallet P. / Moriyasu M.,296,1,mature,129,808,64,35,new,**********,34,,37,5.98,,
PEI,1986-07-08,Mallet P. / Moriyasu M.,297,1,mature,121,652,59,31,new,**********,32,,29.6,5.79,,
PEI,1986-07-08,Mallet P. / Moriyasu M.,298,1,mature,127,760,63,33,new,**********,33,,32.58,6.19,,
PEI,1986-07-08,Mallet P. / Moriyasu M.,299,1,mature,114,542,58,30,new,**********,29,,25.45,5.3,,
PEI,1986-07-08,Mallet P. / Moriyasu M.,300,1,mature,120,650,56,29,new,**********,34,,27.2,5.88,,
PEI,1986-07-08,Mallet P. / Moriyasu M.,301,1,mature,112,540,50,28,new,**********,33,,24.24,4.92,,
PEI,1986-07-08,Mallet P. / Moriyasu M.,302,1,mature,127,616,62,33,new,**********,36,,24.91,6.82,,
