zone,date,sampler,sex,crab.number,missing.legs,carapace.width,carapace.length,chela.height,merus.length.2,merus.width.2,merus.length.3,merus.width.3,durometer,weight,shell.condition,chela.width,chela.length
23,1998-06-01,B. CAMPBELL,1,199,********3*,65.86,65.47,10.8,56.701,12.75,58.871,12.47,60,100.9,2,9.54,22.4
23,1998-06-01,B. CAMPBELL,1,200,***2*1***2,66.57,65.561,10.34,59.601,13.29,61.111,12.63,68,113.5,2,9.2,22
23,1998-06-01,B. CAMPBELL,1,201,*1********,59.24,68.51,4.46,68.901,14.21,69.231,13.75,76,135.9,3,13.38,29.1
23,1998-06-01,B. CAMPBELL,1,202,**********,79.79,81.51,4.47,70.411,15.49,71.621,14.51,76,202.8,2,13.11,29.2
23,1998-06-01,B. CAMPBELL,1,203,**********,111.05,108.972,26.58,112.362,22.54,112.732,21.6,88,553.5,3,23.83,52.3
23,1998-06-01,B. CAMPBELL,1,204,**********,100.83,99.552,21.4,103.161,19.78,104.671,19.12,81,403.2,2,19.6,45.8
23,1998-06-01,B. CAMPBELL,1,205,**********,87.87,86.912,21.09,87.821,17.77,88.181,17.39,73,275.6,2,18.94,41.2
23,1998-06-01,B. CAMPBELL,1,206,**********,83.16,82.732,20.03,84.771,16.83,84.791,16.26,83,227.5,2,17.58,38.4
23,1998-06-01,B. CAMPBELL,1,207,**********,92.92,91.22,1.28,88.311,18.99,89.401,18.28,91,311.2,3,19.03,42.7
23,1998-06-01,B. CAMPBELL,1,208,**1*******,86.13,84.251,19.47,86.131,16.84,91.151,16.55,84,233.5,4,17.71,38.6
23,1998-06-01,B. CAMPBELL,1,209,**********,90.71,89.032,20.65,91.721,18.03,92.851,17.5,0,258.6,1,18.52,41.4
23,1998-06-01,B. CAMPBELL,1,210,***1***11*,83.08,83.571,14.75,75.91,6.78,75.651,16.22,60,194.2,2,13.61,31.3
23,1998-06-01,B. CAMPBELL,1,211,*********1,75.22,73.931,12.91,68.641,14.13,69.351,13.65,71,152.5,3,11.17,27.1
23,1998-06-01,B. CAMPBELL,1,212,**********,78.83,75.891,16.91,80.911,15.3,81.901,14.28,83,194.3,3,15.92,35.4
23,1998-06-01,B. CAMPBELL,1,213,**********,81.31,80.701,13.86,73.691,15.21,73.721,14.74,67,188.9,3,12.45,30
23,1998-06-01,B. CAMPBELL,1,214,*******1**,104.39,102.922,25.4,106.782,20.81,107.731,19.7,95,421.5,3,23.69,52.2
23,1998-06-01,B. CAMPBELL,1,215,*2******3*,83.56,82.681,14.8,79.231,16.9,82.191,16.48,0,178.7,1,12.81,30.1
23,1998-06-01,B. CAMPBELL,1,216,**********,70.23,70.061,13.35,68.38,14,70.471,13.14,74,133.4,3,12.07,28.2
23,1998-06-01,B. CAMPBELL,1,217,***3******,99.49,97.672,23.35,93.782,20.23,93.971,19.54,30,269.8,1,21.76,46.5
23,1998-06-01,B. CAMPBELL,1,218,******3**1,99.16,93.761,18.38,88.571,18.85,89.391,17.99,46,237.1,1,16.42,37.2
23,1998-06-01,B. CAMPBELL,1,219,**********,98.63,96.422,22.99,99.111,19.77,99.321,18.84,87,362.9,3,20.97,46.2
23,1998-06-01,B. CAMPBELL,1,220,******1***,75.09,75.811,13.28,69.241,14.61,71.31,4.23,65,145.1,3,11.44,27.7
23,1998-06-01,B. CAMPBELL,1,221,**********,68.43,67.541,11.24,57.621,13.55,61.541,12.75,66,117.4,2,9.87,23.9
23,1998-06-01,B. CAMPBELL,1,222,**********,73.97,74.311,13.1,61.191,14.59,69.361,14.11,60,154,3,11.63,27.7
23,1998-06-01,B. CAMPBELL,1,223,**********,82.78,81.781,18.32,83.501,15.91,84.201,15.74,80,224.5,3,15.82,35.8
23,1998-06-01,B. CAMPBELL,1,224,**********,70.14,69.331,11.26,61.451,13.12,63.481,12.11,27,113.6,1,10.19,22.7
23,1998-06-01,B. CAMPBELL,1,225,**********,100.38,99.062,24.57,99.832,20.89,101.151,19.96,93,465.2,3,23.18,47.4
23,1998-06-01,B. CAMPBELL,1,226,******1***,100.6,98.452,23.89,93.232,22.49,100.752,20.3,0,326.8,1,21.74,47.2
23,1998-06-01,B. CAMPBELL,1,227,**********,75.45,72.521,13.77,64.841,13.86,66.521,13.61,59,149,2,11.87,27
23,1998-06-01,B. CAMPBELL,1,228,**********,74.38,73.901,17.17,79.421,16.73,83.261,15.64,82,175.8,4,15.41,33.9
23,1998-06-01,B. CAMPBELL,1,229,**********,69.81,69.931,11.72,63.021,13.42,64.961,13.02,50,142.5,3,10.54,24.4
23,1998-06-01,B. CAMPBELL,1,230,1*********,83.32,81.212,20.77,82.521,16.74,84.861,16.65,69,214.9,3,18.68,38.9
23,1998-06-01,B. CAMPBELL,1,231,**2****2**,50.27,50.83,9.63,52.75,9.64,,,,51.6,3,8.14,19.2
23,1998-06-01,B. CAMPBELL,1,232,**********,64.82,64.951,14.12,69.011,12.58,71.831,12.05,64,118.4,3,12.8,28.4
23,1998-06-01,B. CAMPBELL,1,233,******2***,72.19,72.041,12.55,67.001,14.03,68.851,13.51,58,134.5,1,11.52,26.3
23,1998-06-01,B. CAMPBELL,1,234,2**1******,56.58,56.251,11.03,54.681,11.34,57.121,10.98,54,65.1,2,9.84,22.3
23,1998-06-01,B. CAMPBELL,1,235,****2*****,76,73.361,16.37,77.951,14.74,78.961,14.25,77,179.7,3,14.94,34.3
23,1998-06-01,B. CAMPBELL,1,236,**********,95.2,91.472,22.57,98.121,19.64,98.851,17.71,83,333.1,3,20.06,44.4
23,1998-06-01,B. CAMPBELL,1,237,**********,66.84,66.661,14.13,66.991,13.52,69.371,13.27,73,132.7,3,13.23,27.9
23,1998-06-01,B. CAMPBELL,1,238,*1*******1,77.7,76.761,18.13,78.131,16.55,79.581,16.01,80,188.1,3,15.64,34.6
23,1998-06-01,B. CAMPBELL,1,239,2********1,53.88,53.801,11.45,48.701,10.92,50.791,10.67,63,63,3,9.72,20.2
23,1998-06-01,B. CAMPBELL,1,240,***11*****,72.38,72.391,14.85,81.721,14.8,83.571,14.58,68,149.3,3,13.4,32.2
23,1998-06-01,B. CAMPBELL,1,241,1*1*******,72.12,70.611,14.08,73.161,14.32,74.481,13.97,70,124.5,3,12.46,29.2
23,1998-06-01,B. CAMPBELL,1,242,**********,76.78,75.681,17.38,83.071,15.1,84.091,14.74,71,190.7,3,15.74,33.8
23,1998-06-01,B. CAMPBELL,1,243,11********,94.5,92.632,20.46,96.381,19.3,97.641,18.63,88,294.8,3,19.46,41.7
23,1998-06-01,B. CAMPBELL,1,244,*******1**,73.51,73.121,16.36,77.011,15.01,76.151,14.61,78,164.1,3,14.99,32.5
23,1998-06-01,B. CAMPBELL,1,245,***1******,70.74,69.321,13.45,71.151,12.84,74.101,12.95,57,136.9,5,12.56,29.5
23,1998-06-01,B. CAMPBELL,1,246,**********,101.41,97.812,24.23,101.282,20.76,101.261,19.6,91,414,2,22.54,49.1
23,1998-06-01,B. CAMPBELL,1,247,*2*****2*1,66.51,65.701,13.24,70.471,12.98,68.601,12.87,67,117.2,3,11.51,27.1
23,1998-06-01,B. CAMPBELL,1,248,**********,79.37,78.131,18.92,82.351,16.15,83.711,15.58,78,217.1,3,17.37,37.6
23,1998-06-01,B. CAMPBELL,1,249,1***1***1*,75.18,76.181,13.97,71.341,15.03,73.071,14.43,63,154.3,2,11.63,28.4
23,1998-06-01,B. CAMPBELL,1,250,**********,84.62,82.721,17.59,81.921,16.45,83.481,15.91,73,246.3,3,16.43,36.5
23,1998-06-01,B. CAMPBELL,1,251,*1******1*,75.38,73.081,15.92,72.241,15.01,72.701,14.51,77,146.4,3,14.51,31.3
23,1998-06-01,B. CAMPBELL,1,252,*******1**,68.68,68.451,14.43,72.011,13.89,74.031,13.3,73,133.5,2,13.13,29
23,1998-06-01,B. CAMPBELL,1,253,**********,126.2,124.073,31.3,138.142,25.55,139.052,24.32,91,879.5,3,29.6,63
23,1998-06-01,B. CAMPBELL,1,254,1*1*******,90.71,89.191,16.97,82.311,17.57,84.461,17.3,66,228,2,15.43,33.5
23,1998-06-01,B. CAMPBELL,1,255,**********,78.44,77.261,13.4,69.451,14.77,70.781,14.28,66,181.3,2,12.02,28.4
23,1998-06-01,B. CAMPBELL,1,256,**********,78.56,77.411,14.18,68.541,15.14,70.081,14.87,66,190.8,3,12.87,28.6
23,1998-06-01,B. CAMPBELL,1,257,1***2*****,69.77,69.82,14,72.231,13.98,74.111,13.47,70,134.7,3,12.98,29.3
23,1998-06-01,B. CAMPBELL,1,258,*********1,59.83,59.631,11.24,61.381,11.35,63.431,11.35,61,87.9,3,10.43,23.7
23,1998-06-01,B. CAMPBELL,1,259,**********,74.12,70.791,15.62,75.491,14.26,77.561,13.89,77,171.2,3,14.75,32.1
23,1998-06-01,B. CAMPBELL,1,260,*****1****,80.72,79.471,17.84,85.951,16.39,87.581,15.73,72,205.9,2,16.39,36.5
23,1998-06-01,B. CAMPBELL,1,261,**********,74.4,73.371,14.9,79.321,14.3,81.921,13.94,74,158,3,14.34,32.1
23,1998-06-01,B. CAMPBELL,1,262,1***2*****,58.43,57.791,10.62,61.801,11.8,64.371,11.28,63,73.8,3,10.09,23.5
23,1998-06-01,B. CAMPBELL,1,263,**********,71.02,69.911,15.78,68.821,14.37,68.071,13.82,73,150.2,3,14.37,30.6
23,1998-06-01,B. CAMPBELL,1,264,**********,69.41,70.251,11.67,62.001,14.33,63.541,15.71,56,135.1,2,10.98,25.1
23,1998-06-01,B. CAMPBELL,1,265,*1****3***,60.51,59.591,12.2,,,59.581,10.94,67,82.9,4,11.16,23.3
23,1998-06-01,B. CAMPBELL,1,266,**********,98.14,94.062,22.35,95.271,19.51,95.041,18.9,82,398.4,2,20.55,45.7
23,1998-06-01,B. CAMPBELL,1,267,1*********,64.38,65.231,11.02,52.571,13.47,53.651,12.71,63,103.1,2,9.95,22.8
23,1998-06-01,B. CAMPBELL,1,268,**********,77.95,76.271,15.91,81.921,15.52,83.031,15.22,54,178.9,3,15.11,33.7
23,1998-06-01,B. CAMPBELL,1,269,**********,70.27,67.981,11.82,59.581,13.5,61.101,12.95,57,118.4,2,10,24.1
23,1998-06-01,B. CAMPBELL,1,270,******22**,68.53,68.771,10.56,60.371,13.34,61.601,12.74,59,109.8,2,9.35,23
23,1998-06-01,B. CAMPBELL,1,271,******2***,72,70.711,11.81,66.301,14.19,68.761,13.63,54,131.3,3,10.3,25
23,1998-06-01,B. CAMPBELL,1,272,*2********,59.03,58.381,11.14,59.031,11.25,61.411,10.71,70,77.7,3,10.68,23.6
23,1998-06-01,B. CAMPBELL,1,273,**********,75.61,74.801,13.06,66.341,15.12,67.671,14.17,61,147.8,3,11.95,27.4
23,1998-06-01,B. CAMPBELL,1,274,**********,80.2,79.031,12.26,71.321,15.19,73.501,14.55,67,168.9,3,11.97,27.5
23,1998-06-01,B. CAMPBELL,1,275,********1*,117.53,113.832,27.49,115.372,22.88,116.142,22.21,90,596.8,3,26.4,54.7
23,1998-06-01,B. CAMPBELL,1,276,*********3,64.29,64.191,10.76,54.861,13.76,56.841,12.67,65,91.5,3,10.02,21.5
23,1998-06-01,B. CAMPBELL,1,277,**********,65.05,65.651,10.47,59.601,12.44,61.751,11.95,58,101.9,3,9.58,22.1
23,1998-06-01,B. CAMPBELL,1,278,*******1**,73.11,71.801,15.12,75.311,14.91,76.541,14.27,68,140.8,3,13.83,30.9
23,1998-06-01,B. CAMPBELL,1,279,**********,65.34,63.881,10.92,57.211,13.05,58.071,12.52,65,97.2,2,10.4,22.5
23,1998-06-01,B. CAMPBELL,1,280,*1********,93.82,93.132,21.99,93.881,19.69,95.221,19.03,89,325.7,3,20.45,43.7
23,1998-06-01,B. CAMPBELL,1,281,**1****2**,69.66,67.991,11.16,58.141,13.23,,,62,104.4,3,9.67,23.1
23,1998-06-01,B. CAMPBELL,1,282,****3**1**,79.32,77.711,14.13,67.981,15.17,69.901,14.63,67,154.1,3,12.26,27.5
23,1998-06-01,B. CAMPBELL,1,283,**********,108.44,105.122,25.65,113.012,20.74,112.662,20.18,90,499.4,3,23.73,53.5
23,1998-06-01,B. CAMPBELL,1,284,****1*****,79.13,78.011,14.48,75.241,15.11,76.721,14.8,47,171.5,3,12.8,29
23,1998-06-01,B. CAMPBELL,1,285,**********,79.02,77.831,13.72,70.131,15.82,71.431,14.57,60,170.5,3,12.11,27.8
23,1998-06-01,B. CAMPBELL,1,286,**********,74.03,73.211,12.7,64.541,14.46,66.091,13.65,58,142,3,11.12,25
23,1998-06-01,B. CAMPBELL,1,287,**********,68.62,66.201,10.85,57.131,13.63,57.701,12.63,53,111.2,3,9.05,23.1
23,1998-06-01,B. CAMPBELL,1,288,**********,65.53,64.561,10.48,52.901,12.6,54.321,12.68,57,93.9,3,9.17,20.3
23,1998-06-01,B. CAMPBELL,1,289,********11,55.41,55.48,8.7,46.091,10.7,48.271,10.11,50,56.7,2,7.8,16.8
23,1998-06-01,B. CAMPBELL,1,290,****1*****,77.42,75.691,16.08,75.141,16.34,76.251,15.78,75,180.5,3,15.54,32.7
23,1998-06-01,B. CAMPBELL,1,291,***1******,111.19,108.592,28.03,108.902,22.4,109.382,21.53,95,564.9,3,26.61,53.5
23,1998-06-01,B. CAMPBELL,1,292,**********,70.09,69.391,11.13,60.581,13.85,61.391,13.16,63,119.7,3,9.91,23.8
23,1998-06-01,B. CAMPBELL,1,293,**********,76.51,74.791,12.83,69.541,15.33,71.411,14.7,66,157.3,3,11.66,27.1
23,1998-06-01,B. CAMPBELL,1,294,*********1,70.39,70.741,11.82,61.321,14.16,62.671,13.48,63,120.3,3,10.43,24.9
23,1998-06-01,B. CAMPBELL,1,295,**********,75.36,73.341,12.12,63.741,14.21,65.621,13.86,63,140.3,3,10.97,25.6
23,1998-06-01,B. CAMPBELL,1,296,******1***,76.71,75.881,15.42,73.451,15.33,75.391,14.41,82,154.8,3,14.31,32.2
23,1998-06-01,B. CAMPBELL,1,297,**********,70.23,69.501,10.78,63.011,13.1,65.271,12.58,64,120.4,3,9.62,23.5
23,1998-06-01,B. CAMPBELL,1,298,**11*****2,57.5,58.011,11.2,58.791,11.56,60.441,11.05,58,69.7,4,10.34,23.7
23,1998-06-01,B. CAMPBELL,1,299,**********,67.89,67.451,10.9,58.131,13.54,60.691,12.79,59,111.5,2,10.02,23.2
23,1998-06-01,B. CAMPBELL,1,300,31********,70.49,69.551,13.99,67.441,14.48,69.301,13.68,75,112.6,2,13.08,27.6
23,1998-06-01,B. CAMPBELL,1,301,**********,71.94,70.461,12.11,63.721,13.56,65.501,12.99,61,128,3,10.9,24.9
23,1998-06-01,B. CAMPBELL,1,302,11********,67.64,68.051,11.03,59.341,12.85,61.761,11.81,65,100.4,2,9.89,23.6
23,1998-06-01,B. CAMPBELL,1,303,**********,71.26,70.211,11.21,63.751,13.95,67.131,13.28,63,126.7,2,9.97,24.7
23,1998-06-01,B. CAMPBELL,1,304,**********,92.74,90.692,21.74,96.771,18.79,97.211,18.24,86,332.2,3,20.49,45.5
23,1998-06-01,B. CAMPBELL,1,305,**********,60.6,60.11,9.74,49.671,11.85,49.461,11.23,54,76.9,2,8.66,19.6
23,1998-06-01,B. CAMPBELL,1,306,**********,62.58,62.6,9.99,51.281,12.3,54.381,11.49,50,82.7,3,8.54,20.4
23,1998-06-01,B. CAMPBELL,1,307,********1*,74.66,73.711,13.02,66.991,15.12,69.361,14.66,66,149.4,3,11.96,27.6
23,1998-06-01,B. CAMPBELL,1,308,**1*******,80.18,78.581,12.26,69.121,15.13,69.501,14.99,63,170.3,3,11.32,28.2
23,1998-06-01,B. CAMPBELL,1,309,****1*****,86.33,84.421,15.03,73.171,16.1,75.391,15.42,67,217.7,3,13.43,30.8
23,1998-06-01,B. CAMPBELL,1,310,******1***,85.03,83.301,15.24,77.551,16.99,78.111,15.86,66,209.9,3,13.93,31.8
23,1998-06-01,B. CAMPBELL,1,311,*1**1**1*1,93.84,92.992,22.43,100.081,19.55,100.401,18.84,73,301.8,4,21.53,46
23,1998-06-01,B. CAMPBELL,1,312,*2****2***,70.34,69.101,11.39,,,66.441,13.46,60,115.8,3,9.69,23.2
23,1998-06-01,B. CAMPBELL,1,313,***3******,63.24,62.42,10.1,53.981,12.42,55.491,12.22,51,81.9,2,9,19.9
23,1998-06-01,B. CAMPBELL,1,314,**********,69.65,68.851,12.02,61.271,14.09,62.901,13.51,66,118.8,3,10.73,23.6
23,1998-06-01,B. CAMPBELL,1,315,*11*******,82.93,83.351,14.9,79.561,16.95,81.001,16.36,60,191.5,3,13.4,33.2
23,1998-06-01,B. CAMPBELL,1,316,*3********,35.62,35.98,5.1,26.45,6.93,28.21,6.51,0,15.5,2,3.9,8.7
23,1998-06-01,B. CAMPBELL,1,317,**********,67.7,66.671,10.83,56.071,12.96,58.021,12.48,67,102.5,3,9.71,22.2
23,1998-06-01,B. CAMPBELL,1,318,********33,63.64,62.66,9.53,55.221,12.28,56.861,11.48,53,87.8,3,8.18,20.9
23,1998-06-01,B. CAMPBELL,1,319,**********,76.05,75.321,13.42,66.261,14.71,67.801,14.19,70,151.9,3,11.38,26.7
23,1998-06-01,B. CAMPBELL,1,320,*1**3****1,75.24,73.711,15.57,73.021,14.26,71.371,13.81,72,142.2,4,14.28,31.6
23,1998-06-01,B. CAMPBELL,1,321,***2******,78.83,77.341,13.32,68.821,14.59,70.631,14.2,65,165.6,3,11.82,27.5
23,1998-06-01,B. CAMPBELL,1,322,**********,71.69,70.421,12.38,61.551,13.04,63.181,12.59,63,123.9,3,10.37,24.3
23,1998-06-01,B. CAMPBELL,1,323,**********,63.49,64.19,9.3,55.931,12.52,57.691,11.97,58,88.4,2,7.9,19.7
23,1998-06-01,B. CAMPBELL,1,324,***1*****1,74.83,74.231,12.7,66.681,14.65,68.741,14.01,61,137.1,3,11.21,25.9
23,1998-06-01,B. CAMPBELL,1,325,1*********,83.56,83.031,14.32,72.661,17.61,74.161,16.9,62,198.1,3,12.95,29.2
23,1998-06-01,B. CAMPBELL,1,326,*********1,82.36,80.011,18.85,84.501,16.13,85.051,15.09,82,221.9,3,18.05,38.2
23,1998-06-01,B. CAMPBELL,1,327,******3***,74.18,72.301,12.56,62.531,14.66,63.451,13.79,52,129.3,3,11.25,25.6
23,1998-06-01,B. CAMPBELL,1,328,*****1*2*1,76.96,74.461,15.57,81.271,15.08,83.271,14.77,73,163.4,4,14.79,34.6
23,1998-06-01,B. CAMPBELL,1,329,**********,72.95,71.191,12.71,62.431,14.65,64.261,14.06,57,135.3,3,10.98,25.8
23,1998-06-01,B. CAMPBELL,1,330,**********,84.34,82.171,19.45,85.181,16.87,86.321,16.31,81,237.6,3,17.82,38.2
23,1998-06-01,B. CAMPBELL,1,331,**********,92.3,90.862,21.84,91.871,18.66,92.801,17.93,90,328.4,3,20.6,44.7
23,1998-06-01,B. CAMPBELL,1,332,*********1,80.28,79.941,18.31,81.191,16.51,81.021,15.98,84,203.4,3,17.27,36.3
23,1998-06-01,B. CAMPBELL,1,333,**********,77.79,77.781,12.49,69.451,15.54,71.431,14.59,63,170.1,3,11.44,27.9
23,1998-06-01,B. CAMPBELL,1,334,*1********,79.87,79.361,16.75,80.821,15.59,81.341,15.12,74,165.8,3,15.8,34.3
23,1998-06-01,B. CAMPBELL,1,335,*****1****,75.97,74.681,12.07,65.641,14.64,67.481,14.25,49,139.5,3,11.35,26.5
23,1998-06-01,B. CAMPBELL,1,336,*********1,96.75,95.792,22.3,89.781,19.85,91.661,18.74,81,364.8,3,20.85,43.7
23,1998-06-01,B. CAMPBELL,1,337,**********,79.74,78.671,17.64,85.961,16.11,88.231,15.38,66,210.2,4,16.38,34.8
23,1998-06-01,B. CAMPBELL,1,338,1**1******,74.56,73.481,12.7,67.401,14.29,68.271,13.33,58,134.4,3,11.2,25.8
23,1998-06-01,B. CAMPBELL,1,339,*1********,81.25,78.181,14.11,69.481,15.58,70.251,14.82,57,168.9,3,12.38,28.7
23,1998-06-01,B. CAMPBELL,1,340,***1******,69.34,69.121,11.77,60.721,13.52,61.431,13.14,58,112.1,3,10.15,24.2
23,1998-06-01,B. CAMPBELL,1,341,**********,66.64,65.981,14.12,63.861,13.13,64.141,12.6,68,112.6,3,13.09,27.9
23,1998-06-01,B. CAMPBELL,1,342,*********1,95.29,94.312,22.32,93.451,18.33,95.331,18.07,89,351,3,20.96,44.9
23,1998-06-01,B. CAMPBELL,1,343,**223*2***,75.93,74.761,13.29,67.071,14.74,69.621,14.21,71,153.1,3,11.92,27.5
23,1998-06-01,B. CAMPBELL,1,344,1********1,79.88,78.331,13.91,72.271,15.25,74.391,14.75,68,163.2,3,12.28,29.2
23,1998-06-01,B. CAMPBELL,1,345,**********,70.61,71.271,11.12,61.331,13.25,63.031,12.99,50,119.1,3,10.28,23.7
23,1998-06-01,B. CAMPBELL,1,346,*******1**,75.94,74.171,16.13,76.541,15.47,77.641,14.52,75,171.5,4,14.85,32
23,1998-06-01,B. CAMPBELL,1,347,*****3****,69.35,69.621,11,61.091,13.51,62.801,12.93,62,113.6,3,10.1,24.5
23,1998-06-01,B. CAMPBELL,1,348,**********,72.83,72.121,12.49,64.491,14.65,66.601,14.22,65,143.8,3,11.13,26.6
23,1998-06-01,B. CAMPBELL,1,349,****2*****,80.88,79.621,15.56,72.081,16.21,73.061,15.63,68,194.9,3,13.79,30.8
23,1998-06-01,B. CAMPBELL,1,350,**********,81.7,80.961,14.21,76.811,15.34,78.031,14.64,70,192.1,3,12.99,29.9
23,1998-06-01,B. CAMPBELL,1,351,**1*******,71.5,71.761,11,63.471,13.92,65.891,13.17,54,119.8,3,9.57,24.4
23,1998-06-01,B. CAMPBELL,1,352,**********,64.68,63.99,10.7,54.571,12.05,56.301,11.58,64,82.7,2,9.3,21.3
23,1998-06-01,B. CAMPBELL,1,353,**********,108.58,104.482,26.12,110.462,21.86,111.282,20.8,80,510,3,24.92,51.7
23,1998-06-01,B. CAMPBELL,1,354,**********,125.59,122.463,30.78,135.062,25.12,135.072,24.26,89,755,3,29.46,62.5
23,1998-06-01,B. CAMPBELL,1,355,**********,129.05,124.942,29.9,135.292,25.69,135.752,24.63,86,843.9,3,28.34,64.8
23,1998-06-01,B. CAMPBELL,1,356,**********,113.06,110.232,29.16,120.172,23.69,120.732,22.73,90,630.1,3,26.93,59.6
23,1998-06-01,B. CAMPBELL,1,357,*****1****,109.53,104.172,26.03,110.462,22.11,109.522,20.97,89,469,3,24.6,52.3
23,1998-06-01,B. CAMPBELL,1,358,**1**1****,104.5,100.172,23.02,101.062,21.47,101.052,20.46,87,396.3,2,21.98,46.8
23,1998-06-01,B. CAMPBELL,1,359,**********,111.48,109.562,26.22,113.322,21.75,113.602,20.79,90,555.1,3,25.42,52.7
23,1998-06-01,B. CAMPBELL,1,360,**********,98.05,95.202,22.62,97.942,20.36,98.341,19.58,78,385.3,3,21.84,45.5
23,1998-06-01,B. CAMPBELL,1,361,**********,105.2,103.742,23.8,101.102,21.77,100.472,20.72,80,478.7,3,22.84,49.6
23,1998-06-01,B. CAMPBELL,1,362,*3**1****1,93.27,90.941,16.67,83.351,17.77,85.971,17.22,67,256.1,3,14.93,35.2
23,1998-06-01,B. CAMPBELL,1,363,**********,75.8,75.371,13.08,65.461,14.91,67.011,14.47,65,160,3,11.64,27.4
23,1998-06-01,B. CAMPBELL,1,364,**********,89.74,89.402,20.07,89.201,18.54,89.011,18.01,88,311.1,2,18.97,41.8
23,1998-06-01,B. CAMPBELL,1,365,**********,77.5,76.371,13.25,68.931,15.06,70.101,14.49,65,159,3,11.57,27.7
23,1998-06-01,B. CAMPBELL,1,366,1*********,61.65,60.94,9.72,52.231,12.07,53.821,11.5,54,82.4,3,8.61,20.9
23,1998-06-01,B. CAMPBELL,1,367,*3*****1**,79.99,77.221,14.01,73.161,15.39,74.711,14.74,64,168,3,12.79,28.6
23,1998-06-01,B. CAMPBELL,1,368,**********,67.64,67.391,10.51,58.321,12.98,60.141,12.57,61,104.3,2,9.26,23.2
23,1998-06-01,B. CAMPBELL,1,369,**********,78.41,77.751,14.7,73.181,16.31,73.861,15.39,70,184.3,3,13.27,31.1
23,1998-06-01,B. CAMPBELL,1,370,**********,79.75,78.651,13.5,72.601,15.91,74.041,15.44,61,195.8,3,12.14,28.8
23,1998-06-01,B. CAMPBELL,1,371,*******2**,65.49,64.16,9.95,56.031,12.78,57.651,12.15,59,100.7,3,8.88,21.3
23,1998-06-01,B. CAMPBELL,1,372,******2***,70.11,68.781,10.96,58.061,13.06,60.161,12.42,61,113.5,3,9.3,22.8
23,1998-06-01,B. CAMPBELL,1,373,****2****2,72.45,71.551,12.17,68.101,14.47,70.351,13.7,70,145,3,11.29,27
23,1998-06-01,B. CAMPBELL,1,374,*****2****,58.83,57.54,9.2,50.011,11,51.561,10.72,57,69.6,3,8.5,19.4
23,1998-06-01,B. CAMPBELL,1,375,**********,65.5,64.491,10.03,54.771,12.86,56.501,12.39,58,99.7,3,9.18,22.2
23,1998-06-01,B. CAMPBELL,1,376,**********,62.59,61.58,9.23,51.561,11.42,54.101,11.33,61,86.3,3,8.41,19.7
23,1998-06-01,B. CAMPBELL,1,377,**********,64.64,64.261,13.46,61.541,13.32,62.861,13.02,72,116.3,3,12.33,26.4
23,1998-06-01,B. CAMPBELL,1,378,**********,70.01,68.431,11.27,59.261,14.45,64.491,12.75,64,118.1,3,9.42,24.4
23,1998-06-01,B. CAMPBELL,1,379,*******1**,79.4,78.301,15.94,81.501,15.31,82.251,14.85,74,188.4,3,15.5,34.7
23,1998-06-01,B. CAMPBELL,1,380,*****1***3,71.57,70.541,11.59,63.431,13.78,65.431,13.29,57,128.6,3,9.93,25
23,1998-06-01,B. CAMPBELL,1,381,**********,77.5,77.091,12.99,68.871,15.66,70.061,14.56,60,177.5,3,11.74,27.7
23,1998-06-01,B. CAMPBELL,1,382,*3***2*3**,63.2,63.631,10.44,58.091,13.2,55.031,12.63,59,82.5,3,9.04,21.4
23,1998-06-01,B. CAMPBELL,1,383,**********,68.63,67.091,10.98,60.201,13.76,61.811,12.89,65,120.3,3,9.9,21.5
23,1998-06-01,B. CAMPBELL,1,384,**********,66.62,65.321,10.84,54.411,12.79,55.591,11.83,59,106.8,3,9.04,22
23,1998-06-01,B. CAMPBELL,1,385,**********,67.87,67.681,11.25,58.081,12.69,59.651,12.18,62,122.3,3,9.77,23.1
23,1998-06-01,B. CAMPBELL,1,386,**********,75.62,74.481,12.52,63.911,13.33,65.331,13.17,66,160.4,3,11.03,26.2
23,1998-06-01,B. CAMPBELL,1,387,**********,68.93,68.291,11.45,57.941,13.43,61.541,12.6,65,115.8,3,9.65,22.9
23,1998-06-01,B. CAMPBELL,1,388,*******3**,71.32,70.251,11.43,64.721,13.97,65.991,13.41,66,124.4,3,10,23.6
23,1998-06-01,B. CAMPBELL,1,389,***3******,84.38,83.041,14.41,73.921,17.25,76.101,16.19,71,203.1,3,13.04,30
23,1998-06-01,B. CAMPBELL,1,390,**********,67.15,65.431,11.11,57.871,13.19,59.721,12.64,67,96.6,3,9.66,22.2
23,1998-06-01,B. CAMPBELL,1,391,*31*******,72.01,72.681,12.02,64.161,14.66,66.091,13.96,64,121.1,3,11.01,26
23,1998-06-01,B. CAMPBELL,1,392,**********,75.41,73.351,11.94,61.891,14.31,63.341,13.61,64,154.3,3,10.85,25.3
23,1998-06-01,B. CAMPBELL,1,393,**********,76.05,74.871,13.5,66.321,14.55,68.551,13.96,61,155.5,3,11.63,27.2
23,1998-06-01,B. CAMPBELL,1,394,**********,70.49,70.261,12,64.681,14.14,66.221,13.45,59,128.9,3,10.65,25
23,1998-06-01,B. CAMPBELL,1,395,*******1**,80.02,78.291,14.33,72.181,15.84,74.431,15.09,68,179.6,3,12.97,28.9
